number,id,title,state,user,pr_files
345,12165924,Anonymous functions,closed,lindbrook,Functional-programming.rmd
344,12125449,Introduction,closed,lindbrook,Introduction.rmd
343,12104723,Motivation,closed,lindbrook,Functional-programming.rmd
342,12104425,Update Package-basics.rmd,closed,Ironholds,Package-basics.rmd
341,12065651,typo,closed,Lingbing,Package-basics.rmd
340,12048876,extra word typo,closed,lindbrook,Functional-programming.rmd
339,12016033,Other languages,closed,lindbrook,Functional-programming.rmd
338,12007261,Fixed 'arugment' typo,closed,jochenvdv,C-interface.rmd
336,11991674,Fix typo,closed,nstjhp,Computing-on-the-language.rmd
335,11990537,"Getting `:)`, delayed bindings timing",closed,tonytonov,Environments.rmd
334,11979660,Functional Programming intro,closed,lindbrook,Functional-programming.rmd
333,11932850,typo and suggested link,closed,Lingbing,Profiling.rmd
332,11932581,typo,closed,Lingbing,Performance.rmd
330,11928913,clarify language,closed,ajschumacher,Functional-programming.rmd
329,11928598,clean up markdown for nested bullets,closed,ajschumacher,Functional-programming.rmd
328,11928387,clarify description and example,closed,ajschumacher,Functional-programming.rmd
327,11927910,"typo - ""anoynmous""",closed,ajschumacher,Functional-programming.rmd
326,11927888,eval=FALSE instead of echo=FALSE,closed,ajschumacher,Functional-programming.rmd
325,11927481,"number agreement, grammar",closed,ajschumacher,Functional-programming.rmd
324,11927414,convert to sentence,closed,ajschumacher,Functional-programming.rmd
323,11877553,"typo - ""is"" to ""if""",closed,ajschumacher,Exceptions-Debugging.rmd
322,11877437,make parenthetical into proper sentence,closed,ajschumacher,Exceptions-Debugging.rmd
321,11877385,"typo - missing ""the""",closed,ajschumacher,Exceptions-Debugging.rmd
319,11870314,Defensive programming,closed,lindbrook,Exceptions-Debugging.rmd
318,11866525,Update Package-development-cycle.rmd (typos/suggestions),closed,liangcj,Package-development-cycle.rmd
317,11849498,Update memory.rmd,closed,clayford,memory.rmd
316,11834759,"typos, extra white space, knitr option",closed,tonytonov,Environments.rmd
315,11834078,Debugging tools and condition handling,closed,lindbrook,Exceptions-Debugging.rmd
314,11825191,Debugging tools intro,closed,lindbrook,Exceptions-Debugging.rmd
313,11812650,Typos in performance chapter,closed,parkerabercrombie,Performance.rmd
312,11798173,typo,closed,Lingbing,Special-environments.rmd
311,11790019,competent -> fluent?,closed,lindbrook,Vocabulary.rmd
310,11787098,Line length & typo,closed,lindbrook,Style.rmd
309,11786385,Update index.rmd,closed,Ironholds,index.rmd
308,11782689,Update Functional-programming.rmd,closed,Ironholds,Functional-programming.rmd
307,11782405,Update Special-environments.rmd,closed,Ironholds,Special-environments.rmd
306,11779493,Update Data-structures.rmd,closed,Ironholds,Data-structures.rmd
305,11779189,Update Environments.rmd,closed,Ironholds,Environments.rmd
304,11773574,Debugging techniques,closed,lindbrook,Exceptions-Debugging.rmd
303,11766913,"typo - chunk option ""message"" (no ""s"")",closed,ajschumacher,Functional-programming.rmd
302,11766329,add link to function operators,closed,ajschumacher,Exceptions-Debugging.rmd
301,11756514,correct linking style,closed,ajschumacher,Exceptions-Debugging.rmd
300,11756363,"clickable ""functions chapter""",closed,ajschumacher,Exceptions-Debugging.rmd
299,11748001,Changing class manually with short output,closed,tonytonov,OO-essentials.rmd
298,11746270,style guide,closed,lindbrook,Style.rmd
297,11723467,dummy out block to include error,closed,ajschumacher,Exceptions-Debugging.rmd
296,11720585,typo - match RStudio's capitalization,closed,ajschumacher,Exceptions-Debugging.rmd
295,11718348,"typo - should be ""Rerun with Debug""",closed,ajschumacher,Exceptions-Debugging.rmd
294,11708998,Distinction between body() and formals(),closed,tonytonov,Functions.rmd
293,11700034,Exception-Debugging intro,closed,lindbrook,Exceptions-Debugging.rmd
292,11683699,"Correcting ""Someimes"" typo.",closed,tyhenkaline,Data-structures.rmd
291,11683437,typo - particularLY,closed,ajschumacher,Exceptions-Debugging.rmd
290,11683084,"typo - missing word (added ""that"")",closed,ajschumacher,Exceptions-Debugging.rmd
289,11671071,is this bug still existing?,closed,Lingbing,Expressions.rmd
288,11670714,typo,closed,Lingbing,Expressions.rmd
287,11653112,"ANY no quotes, backticks for code format",closed,ajschumacher,OO-essentials.rmd
286,11653068,clarify user infix precedence note,closed,ajschumacher,Environments.rmd
285,11652978,clarify use of environment() in function,closed,ajschumacher,Environments.rmd
284,11640692,fix typo,closed,clayford,Functions.rmd
283,11632915,typo - period at end of sentence,closed,ajschumacher,OO-essentials.rmd
282,11632684,revise for clarity,closed,ajschumacher,OO-essentials.rmd
281,11632055,"code format for ""ANY""",closed,ajschumacher,OO-essentials.rmd
280,11618672,typo,closed,Lingbing,Computing-on-the-language.rmd
279,11579359,example should show the delayed evaluation,closed,ajschumacher,Environments.rmd
278,11579302,"""highest"" instead of ""lowest""",closed,ajschumacher,Environments.rmd
277,11578669,phrasing - indicate reason for doing,closed,ajschumacher,Environments.rmd
276,11578443,simplify (fix?) code,closed,ajschumacher,Environments.rmd
275,11578306,"typo - remove "" #>""",closed,ajschumacher,Environments.rmd
274,11578150,add a period,closed,ajschumacher,Environments.rmd
273,11577410,grammar and argument fix,closed,ajschumacher,Environments.rmd
272,11577149,"grammar - add ""that"", ""a""",closed,ajschumacher,Environments.rmd
271,11576350,"grammar, formatting",closed,ajschumacher,Environments.rmd
270,11576160,tighten language for clarity,closed,ajschumacher,Environments.rmd
269,11575819,align code to framing text,closed,ajschumacher,Environments.rmd
268,11574138,plot not showing,closed,Lingbing,Computing-on-the-language.rmd
267,11573782,"eval, not echo",closed,Lingbing,Function-operators.rmd
266,11573713,why echo?,closed,Lingbing,Function-operators.rmd
265,11573580,typo,closed,Lingbing,Function-operators.rmd
264,11572570,do we have this where() function?,closed,Lingbing,Function-operators.rmd
263,11562720,typo,closed,Lingbing,Function-operators.rmd
260,11523728,a possible typo,closed,Lingbing,Functionals.rmd
259,11523455,typo,closed,Lingbing,Functionals.rmd
258,11523001,a possible caveat for reader,closed,Lingbing,Functionals.rmd
257,11522678,messy outputs on webpage,closed,Lingbing,Functionals.rmd
256,11499380,"add backticks, clarify command line vs. batch mode",closed,ajschumacher,OO-essentials.rmd
255,11497875,"typo - help not call, capitalize NextMethod",closed,ajschumacher,OO-essentials.rmd
254,11497562,typo / clarification - parenthesis and quotations,closed,ajschumacher,OO-essentials.rmd
253,11468803,fixed small typos in Release.rmd,closed,jdblischak,Release.rmd
252,11467537,clarify / remove redundancy,closed,ajschumacher,Functions.rmd
251,11465400,typo - missing verb (know),closed,ajschumacher,Functions.rmd
250,11464076,"typos - ""mostly"" to ""most"" and punctuation",closed,ajschumacher,Functions.rmd
249,11451391,Typo: unnused -> unused,closed,tonytonov,Subsetting.rmd
248,11446294,a possible typo,closed,Lingbing,Functional-programming.rmd
247,11440746,force the error message to show,closed,Lingbing,Exceptions-Debugging.rmd
246,11440191,typo,closed,Lingbing,Exceptions-Debugging.rmd
245,11440134,typo,closed,Lingbing,Exceptions-Debugging.rmd
244,11439318,"typo - ""NA_real"" to ""NA_real_""",closed,ajschumacher,Subsetting.rmd
243,11439095,"likely typo - ""simple"" to ""single""",closed,ajschumacher,Subsetting.rmd
242,11433362,for package referring consistency,closed,Lingbing,Environments.rmd
240,11425016,align example to text,closed,ajschumacher,Data-structures.rmd
239,11424955,"typo, and correct arg to read.csv is na.strings",closed,ajschumacher,Data-structures.rmd
238,11424930,correct arg to read.csv is na.strings,closed,ajschumacher,Data-structures.rmd
237,11424909,typo/ordering,closed,ajschumacher,Data-structures.rmd
236,11424894,"clean out ""NB"" annotations",closed,ajschumacher,Data-structures.rmd
235,11416875,"typo - ""using with an"" to ""using an""",closed,ajschumacher,Data-structures.rmd
234,11416504,don't show answers for exercises,closed,ajschumacher,Data-structures.rmd
233,11415177,"typo - ""reason"" to ""reasons""",closed,ajschumacher,Data-structures.rmd
232,11414180,typo,closed,ajschumacher,Introduction.rmd
231,11398192,CamelCase,closed,Lingbing,OO-essentials.rmd
230,11355359,typo,closed,Lingbing,Functions.rmd
229,11354496,"define more explicitly for ""contiguous""",closed,Lingbing,Subsetting.rmd
228,11353362,set seed to make it reproducible,closed,Lingbing,Subsetting.rmd
227,11346751,Each time you run + typos + white spaces,closed,lindbrook,Environments.rmd
226,11345476,"corrected name of ""auto_test"" (from ""autotest"")",closed,dchudz,Testing.rmd
225,11333136,Function Environments and Explcit scoping...,closed,lindbrook,Environments.rmd
224,11306791,typos,closed,lindbrook,Environments.rmd
223,11275289,recurse up,closed,lindbrook,Environments.rmd
222,11236538,typo,closed,lindbrook,Functions.rmd
221,11233076,Introduction and Environment basics,closed,lindbrook,Environments.rmd
220,11226180,Drop quotes around names consistently,closed,pelotom,Subsetting.rmd
219,11208039,Update Documenting-functions.rmd,closed,famuvie,Documenting-functions.rmd
218,11201390,RC & Picking a system,closed,lindbrook,OO-essentials.rmd
217,11199739,S4,closed,lindbrook,OO-essentials.rmd
216,11187979,You don't pass,closed,lindbrook,OO-essentials.rmd
215,11150283,Update Subsetting.rmd,closed,Ironholds,Subsetting.rmd
214,11123426,S3,closed,lindbrook,OO-essentials.rmd
213,11107379,OO Field Guide Intro and Base Types,closed,lindbrook,OO-essentials.rmd
212,11088489,Update Introduction.rmd,closed,Ironholds,Introduction.rmd
209,11068473,Special calls,closed,lindbrook,Functions.rmd
208,11068075,comes at a price,closed,lindbrook,Functions.rmd
207,11045036,typo,closed,lindbrook,Functions.rmd
206,11042384,Function arguments,closed,lindbrook,Functions.rmd
205,11042190,Every operation is a function call,closed,lindbrook,Functions.rmd
204,11038982,Functions v. Variables,closed,lindbrook,Functions.rmd
203,11033203,name masking,closed,lindbrook,Functions.rmd
202,10986256,Code chunk and typo fixes to Environments.rmd,closed,liangcj,Environments.rmd
201,10925369,lexical scoping,closed,lindbrook,Functions.rmd
200,10924651,Primitive functions,closed,lindbrook,Functions.rmd
199,10924474,Components of a function II,closed,lindbrook,Functions.rmd
198,10917887,Typo corrections,closed,liangcj,Functions.rmd
197,10903357,Components of a function,closed,lindbrook,Functions.rmd
196,10843976,"commas, etc",closed,lindbrook,Subsetting.rmd
195,10843472,with nothing,closed,lindbrook,Subsetting.rmd
194,10843429,Why logical vectors are useful,closed,lindbrook,Subsetting.rmd
193,10839676,Minor typo suggestion,closed,liangcj,Computing-on-the-language.rmd
192,10837558,Update Functionals.rmd,closed,mjsduncan,Functionals.rmd
191,10834994,Update Functionals.rmd,closed,mjsduncan,Functionals.rmd
190,10830310,Update Functions.rmd,closed,mjsduncan,Functions.rmd
189,10792038,Subsetting exercises,closed,lindbrook,Subsetting.rmd
188,10776402,Update Package-quick-reference.rmd,closed,arilamstein,Package-quick-reference.rmd
187,10740374,interrelated concepts,closed,lindbrook,Subsetting.rmd
185,10711953,Update Expressions.rmd,closed,Ironholds,Expressions.rmd
184,10660328,Small grammatical edit,closed,jdblischak,Documenting-functions.rmd
182,10631503,Update Data-structures.rmd,closed,jentjr,Data-structures.rmd
181,10631452,Update Data-structures.rmd,closed,jentjr,Data-structures.rmd
180,10631354,Update Data-structures.rmd,closed,jentjr,Data-structures.rmd
179,10631082,Update Data-structures.rmd,closed,jentjr,Data-structures.rmd
178,10610706,updates Functions.rmd,closed,ijlyttle,Functions.rmd
177,10578651,s/the the/the/g,closed,robertzk,OO-essentials.rmd
176,10576515,fix missing infix operator,closed,robertzk,Functions.rmd
175,10560282,Fix more broken links,closed,binarybana,Functions.rmd
174,10558176,Fix two non-functional links.,closed,binarybana,Functions.rmd
173,10551028,Some typos fixed.,closed,crtahlin,Functional-programming.rmd
170,10542922,Update Data-structures.rmd,closed,lindbrook,Data-structures.rmd
169,10527254,Update Functions.rmd,closed,gmonaie,Functions.rmd
168,10511219,Fixed small typo in code chunk,closed,ncarchedi,Exceptions-Debugging.rmd
167,10501233,elements of a vector,closed,lindbrook,Data-structures.rmd
166,10500773,Subsetting.Rmd: proposes a few small things for consistency,closed,ijlyttle,Subsetting.rmd
165,10496994,"""have"" -> ""need""",closed,lindbrook,Data-structures.rmd
164,10496898,Names,closed,lindbrook,Data-structures.rmd
163,10495970,implicit coercion,closed,lindbrook,Data-structures.rmd
162,10495901,"""for example,""",closed,lindbrook,Data-structures.rmd
161,10495836,atomic vector coercion,closed,lindbrook,Data-structures.rmd
160,10495747,NB is.numeric(),closed,lindbrook,Data-structures.rmd
159,10495631,vector typeof(),closed,lindbrook,Data-structures.rmd
158,10495514,nesting c()'s,closed,lindbrook,Data-structures.rmd
157,10495470,beware,closed,lindbrook,Data-structures.rmd
156,10495395,to -> from ?,closed,lindbrook,Data-structures.rmd
155,10495332,vectors plural,closed,lindbrook,Data-structures.rmd
154,10495280,mind quickly,closed,lindbrook,Data-structures.rmd
153,10495233,esoteric objects,closed,lindbrook,Data-structures.rmd
152,10495120,brief overview,closed,lindbrook,Data-structures.rmd
151,10487507,typo and separate last para. into two para.,closed,lindbrook,index.rmd
150,10472206,Missing word?,closed,crtahlin,Exceptions-Debugging.rmd
149,10471828,Typo?,closed,crtahlin,Exceptions-Debugging.rmd
148,10471779,Added full stop.,closed,crtahlin,Exceptions-Debugging.rmd
147,10471049,Typo?,closed,crtahlin,Exceptions-Debugging.rmd
146,10470555,Typo fix.,closed,crtahlin,Exceptions-Debugging.rmd
145,10469911,Typo.,closed,crtahlin,Exceptions-Debugging.rmd
144,10469693,Typo.,closed,crtahlin,Exceptions-Debugging.rmd
143,10469375,Moved full stop.,closed,crtahlin,Exceptions-Debugging.rmd
142,10468897,"Word order, missing words.",closed,crtahlin,Exceptions-Debugging.rmd
141,10468778,Typo.,closed,crtahlin,Exceptions-Debugging.rmd
140,10468447,Dead link.,closed,crtahlin,Exceptions-Debugging.rmd
139,10468257,Typo.,closed,crtahlin,Exceptions-Debugging.rmd
138,10455951,"fixes typos, link in Data-Structures.Rmd",closed,ijlyttle,Data-structures.rmd
137,10444166,A fair number of typos fixed,closed,statist7,OO-essentials.rmd
136,10437464,omit trailing comma,closed,statist7,Vocabulary.rmd
135,10435240,Unneede bullet or missing exercise?,closed,crtahlin,Environments.rmd
134,10435177,Added full stop.,closed,crtahlin,Environments.rmd
133,10435086,Typo fix.,closed,crtahlin,Environments.rmd
132,10432745,Moved full stop.,closed,crtahlin,Environments.rmd
131,10432629,Uneeded words?,closed,crtahlin,Environments.rmd
130,10430547,Added comment - example returns wrong value?,closed,crtahlin,Environments.rmd
129,10430308,distinguish between … and ….,closed,statist7,Functions.rmd
128,10430198,Added full stop (see also some comments).,closed,crtahlin,Environments.rmd
127,10429998,fix typo,closed,statist7,Functions.rmd
126,10423575,Fix two typos,closed,statist7,Data-structures.rmd
125,10418078,few typos and edit package section to adapt to next Rcpp,closed,romainfrancois,Rcpp.rmd
124,10414001,Update memory.rmd,closed,lindbrook,memory.rmd
123,10411714,Add periods to bulleted items,closed,WilDoane,Functions.rmd
122,10411689,Correct typo,closed,WilDoane,Subsetting.rmd
121,10411659,Change integer sample data to character data,closed,WilDoane,Subsetting.rmd
120,10406697,Correct typos,closed,WilDoane,Subsetting.rmd
119,10406643,Replace separating-commas in simplifying/preserving table,closed,WilDoane,Subsetting.rmd
117,10390423,Fix Hyperlink,closed,AEzzatA,Functions.rmd
116,10388921,Incorrect link name?,closed,crtahlin,Environments.rmd
115,10382483,Updated Rcpp.md,closed,eddelbuettel,Rcpp.rmd
114,10377704,distinguish data.frame class from data.frame() function,closed,WilDoane,Data-structures.rmd
113,10377618,Correct punctuation,closed,WilDoane,Data-structures.rmd
112,10375959,Change placement of comments; refine ambiguous explanation in comment,closed,WilDoane,Data-structures.rmd
111,10375859,Correct typos in Factors section,closed,WilDoane,Data-structures.rmd
110,10375532,Change variable names to not conflict with data types or built-in functi...,closed,WilDoane,Data-structures.rmd
109,10375210,Correct typos,closed,WilDoane,Data-structures.rmd
108,10374017,changed it's to its on 370,closed,seanmcm,Data-structures.rmd
107,10373335,"Fixing a typo: extra ""the""",closed,ihar,OO-essentials.rmd
106,10373108,Extra comma deleted,closed,ihar,OO-essentials.rmd
105,10368027,Extra word deleted.,closed,crtahlin,OO-essentials.rmd
104,10367785,Moved full stop.,closed,crtahlin,OO-essentials.rmd
103,10367275,"Added: caps, full stop, deleted a word.",closed,crtahlin,OO-essentials.rmd
101,10338842,Typo.,closed,crtahlin,OO-essentials.rmd
100,10338798,Unneeded word?,closed,crtahlin,OO-essentials.rmd
99,10324996,Language names (rebased off master),closed,absolutelyNoWarranty,C-interface.rmd
99,10324996,Language names (rebased off master),closed,absolutelyNoWarranty,Documenting-functions.rmd
99,10324996,Language names (rebased off master),closed,absolutelyNoWarranty,Documenting-packages.rmd
99,10324996,Language names (rebased off master),closed,absolutelyNoWarranty,Environments.rmd
99,10324996,Language names (rebased off master),closed,absolutelyNoWarranty,Exceptions-Debugging.rmd
99,10324996,Language names (rebased off master),closed,absolutelyNoWarranty,Expressions.rmd
99,10324996,Language names (rebased off master),closed,absolutelyNoWarranty,Function-operators.rmd
99,10324996,Language names (rebased off master),closed,absolutelyNoWarranty,Functional-programming.rmd
99,10324996,Language names (rebased off master),closed,absolutelyNoWarranty,Package-basics.rmd
99,10324996,Language names (rebased off master),closed,absolutelyNoWarranty,Special-environments.rmd
99,10324996,Language names (rebased off master),closed,absolutelyNoWarranty,dsl.rmd
98,10297695,Added full stops.,closed,crtahlin,Functions.rmd
97,10297493,Missing hyperlink.,closed,crtahlin,Functions.rmd
96,10296808,Missing full stop,closed,crtahlin,Functions.rmd
95,10258041,One dot too many,closed,crtahlin,Functions.rmd
94,10257906,Missing / wrong chapter reference?,closed,crtahlin,Functions.rmd
93,10256523,Missing full stops.,closed,crtahlin,Functions.rmd
92,10256461,Missing hyperlink,closed,crtahlin,Functions.rmd
91,10255902,Missing hyperlink,closed,crtahlin,Functions.rmd
90,10255570,Missing hyperlink,closed,crtahlin,Functions.rmd
89,10249354,typo,closed,fyears,Rcpp.rmd
88,10239481,Update Vocabulary.rmd,closed,thomasherbig,Vocabulary.rmd
87,10233045,Programming Language Names,closed,absolutelyNoWarranty,C-interface.rmd
87,10233045,Programming Language Names,closed,absolutelyNoWarranty,Documenting-functions.rmd
87,10233045,Programming Language Names,closed,absolutelyNoWarranty,Documenting-packages.rmd
87,10233045,Programming Language Names,closed,absolutelyNoWarranty,Environments.rmd
87,10233045,Programming Language Names,closed,absolutelyNoWarranty,Exceptions-Debugging.rmd
87,10233045,Programming Language Names,closed,absolutelyNoWarranty,Expressions.rmd
87,10233045,Programming Language Names,closed,absolutelyNoWarranty,Function-operators.rmd
87,10233045,Programming Language Names,closed,absolutelyNoWarranty,Functional-programming.rmd
87,10233045,Programming Language Names,closed,absolutelyNoWarranty,Introduction.rmd
87,10233045,Programming Language Names,closed,absolutelyNoWarranty,Package-basics.rmd
87,10233045,Programming Language Names,closed,absolutelyNoWarranty,Special-environments.rmd
87,10233045,Programming Language Names,closed,absolutelyNoWarranty,dsl.rmd
86,10204298,Should be a hyperlink?,closed,crtahlin,Functions.rmd
85,10160813,Fix typo,closed,absolutelyNoWarranty,memory.rmd
84,10160464,Fix typo,closed,absolutelyNoWarranty,memory.rmd
84,10160464,Fix typo,closed,absolutelyNoWarranty,memory.rmd~
83,10145610,Update Environments.rmd,closed,Ironholds,Environments.rmd
82,10145460,Update OO-essentials.rmd,closed,Ironholds,OO-essentials.rmd
81,10131516,Should be a hyperlink?,closed,crtahlin,Subsetting.rmd
80,10054701,"clarify that run-all.R goes under R/tests, not inst/tests",closed,dckc,Testing.rmd
79,10050646,Typo?,closed,crtahlin,Subsetting.rmd
78,10050203,Word repeats in next sentence - uneeded?,closed,crtahlin,Subsetting.rmd
76,10032741,change the address of the book project,closed,fyears,Introduction.rmd
75,10025849,Typo.,closed,crtahlin,Data-structures.rmd
74,10025550,Added adjective.,closed,crtahlin,Data-structures.rmd
73,10025326,Unneeded words?,closed,crtahlin,Introduction.rmd
72,10025285,"Suggestion - define acronym ""OO"".",closed,crtahlin,Introduction.rmd
71,10025244,Typo.,closed,crtahlin,Introduction.rmd
70,10019558,Update OO-essentials.rmd,closed,Ironholds,OO-essentials.rmd
69,10016508,Update Exceptions-Debugging.rmd,closed,Ironholds,Exceptions-Debugging.rmd
68,10013575,Update Data-structures.rmd,closed,Ironholds,Data-structures.rmd
67,10012867,Update Functions.rmd,closed,Ironholds,Functions.rmd
66,10012692,Update Data-structures.rmd,closed,Ironholds,Data-structures.rmd
65,10012380,Update Function-operators.rmd,closed,Ironholds,Function-operators.rmd
64,10012263,Update C-interface.rmd,closed,Ironholds,C-interface.rmd
62,9863658,Fixed typo,closed,kdauria,Documenting-functions.rmd
61,9861908,Fixed typo,closed,kdauria,Package-development-cycle.rmd
60,9825801,Update Special-environments.rmd,closed,zackham,Special-environments.rmd
59,9823941,Fixing typo in subset2,closed,seancarmody,Computing-on-the-language.rmd
58,9426694,Typo in Performance.rmd,closed,kdauria,Performance.rmd
57,9393150,Make urls to cplusplus.com references clickable,closed,PeteHaitch,Rcpp.rmd
55,9288558,Miscellaneous changes.,closed,absolutelyNoWarranty,Introduction.rmd
54,9236815,Update Computing-on-the-language.rmd,closed,eipi10,Computing-on-the-language.rmd
53,9053730,Update Functions.rmd,closed,miroslavsabo,Functions.rmd
52,9045548,Adjust for consistency. Fix some typos.,closed,absolutelyNoWarranty,Rcpp.rmd
51,8934416,Fixed typo,closed,kdauria,Functionals.rmd
50,8933641,Fixed typo,closed,kdauria,Functionals.rmd
49,8926815,Fixed typo,closed,kdauria,Functional-programming.rmd
48,8924258,Fixing typo: Update Functional-programming.rmd,closed,kdauria,Functional-programming.rmd
47,8877097,Update Rcpp.rmd,closed,absolutelyNoWarranty,Rcpp.rmd
46,8712325,Add version number section,closed,wch,Release.rmd
45,8694016,Update Functional-programming.rmd,closed,rmsharp,Functional-programming.rmd
44,8693661,Update Package-development-cycle.rmd,closed,rmsharp,Package-development-cycle.rmd
43,8693511,Update Documenting-functions.rmd,closed,rmsharp,Documenting-functions.rmd
42,8514512,Update Functional-programming.rmd,closed,stephens999,Functional-programming.rmd
41,8514398,Update Functional-programming.rmd,closed,stephens999,Functional-programming.rmd
40,8513236,Update Functional-programming.rmd,closed,stephens999,Functional-programming.rmd
38,8501700,Provide omitted word.,closed,trestletech,OO-essentials.rmd
37,8500898,Change R5 reference to the new and preferred RC,closed,juancentro,Functional-programming.rmd
36,8463576,Update Vocabulary.rmd,closed,gregorp,Vocabulary.rmd
35,8259040,"fixed typo, then revised sentence for clarity",closed,dlebauer,Package-development-cycle.rmd
34,8200441,Changed array storage from row major order to column-major order,closed,stewid,Subsetting.rmd
33,8163831,Fix another typo in Functions.rmd,closed,juancentro,Functions.rmd
32,8163792,Fix typo in Functions.rmd,closed,juancentro,Functions.rmd
31,8148436,Fix minor typos in html section,closed,cwickham,dsl.rmd
29,8011199,Update Expressions.rmd,closed,mjsduncan,Expressions.rmd
28,7974016,Update Functionals.rmd,closed,tjmahr,Functionals.rmd
27,7901320,Fix typos in Computing-on-the-language.html,closed,cwickham,Computing-on-the-language.rmd
26,7885919,Added Clarification in R CMD check section on test filename requirements...,closed,sritchie73,Testing.rmd
24,7844819,Switch from latex to the preferred LaTeX,closed,juancentro,dsl.rmd
23,7844802,Switch all dsl to DSL,closed,juancentro,dsl.rmd
22,7844793,Switch from html to HTML to avoid inconsistent capping,closed,juancentro,dsl.rmd
21,7844721,Avoid bad practice of changing a standard name (c) to something else,closed,juancentro,Special-environments.rmd
20,7844649,Fix some links,closed,juancentro,Expressions.rmd
19,7844559,Fix some links,closed,juancentro,Function-operators.rmd
18,7844426,Added x_call line otherwise the code throws errors,closed,juancentro,Expressions.rmd
17,7844387,Fix concordance error,closed,juancentro,Expressions.rmd
16,7842061,fix links,closed,ramnathv,Data-structures.rmd
15,7839494,Fixing typo,closed,juancentro,Function-operators.rmd
14,7839241,Correct unfinished sentence,closed,juancentro,Exceptions-Debugging.rmd
13,7837523,Plot is not showing up correctly,closed,darrkj,Functionals.rmd
12,7837482,simple typo,closed,darrkj,Functionals.rmd
11,7831993,fixed link with .html,closed,AmeliaMN,Namespaces.rmd
10,7827938,fixed link,closed,AmeliaMN,Namespaces.rmd
5,7738021,Minor typos/omissions in Expressions chapter,closed,aaronwolen,Expressions.rmd
4,7735995,Fix link to edit directly on GitHub,closed,aaronwolen,_layouts/default.html
3,7733715,Add missing word,closed,aaronwolen,Expressions.rmd
